"","taxonomy"
"OTU5055","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified"
"OTU5054","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae"
"OTU5057","k__Fungi"
"OTU5508","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae"
"OTU5059","k__Fungi; p__Ascomycota; c__Eurotiomycetes"
"OTU5058","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Malbranchea; s__Malbranchea_cinnamomea_SH209133.07FU"
"OTU5505","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified"
"OTU5504","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_chrysogenum_SH187717.07FU"
"OTU5503","k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Protomycetaceae; g__Protomyces; s__Protomyces_inouyei_SH122561.07FU"
"OTU5502","k__Fungi"
"OTU5501","k__Fungi"
"OTU5500","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae"
"OTU1219","k__Fungi"
"OTU1218","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber; s__Ramicandelaber_sp_SH006496.07FU"
"OTU1217","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Saksenaeaceae; g__Saksenaea"
"OTU1216","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH471273.07FU"
"OTU1215","k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Ustilago; s__Ustilago_calamagrostidis_SH175968.07FU"
"OTU1214","k__Fungi"
"OTU1213","k__Fungi"
"OTU1212","k__Fungi"
"OTU1211","k__Fungi"
"OTU1210","k__Fungi"
"OTU4458","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinellus; s__Coprinellus_hiascens_SH175219.07FU"
"OTU4459","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma"
"OTU2889","k__Fungi"
"OTU2888","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Endogonales"
"OTU4452","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Pseudallescheria"
"OTU2886","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus"
"OTU2885","k__Fungi"
"OTU4451","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Conocybe"
"OTU4456","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"OTU2882","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae"
"OTU4454","k__Fungi"
"OTU4455","k__Fungi"
"OTU7909","k__Fungi; p__Ascomycota"
"OTU7908","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"OTU8018","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH456139.07FU"
"OTU8019","k__Fungi"
"OTU7901","k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__Archaeorhizomyces_sp_SH025552.07FU"
"OTU7900","k__Fungi"
"OTU7903","k__Fungi"
"OTU8015","k__Fungi"
"OTU7905","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_sp_SH217001.07FU"
"OTU8013","k__Fungi"
"OTU8010","k__Fungi; p__Ascomycota"
"OTU8011","k__Fungi"
"OTU8004","k__Fungi"
"OTU3598","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH467304.07FU"
"OTU3599","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified"
"OTU3596","k__Fungi; p__Basidiomycota"
"OTU3597","k__Fungi"
"OTU3594","k__Fungi"
"OTU3595","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Funneliformis; s__Funneliformis_geosporum_SH179682.07FU"
"OTU3592","k__Fungi; p__Basidiomycota; c__Microbotryomycetes"
"OTU3593","k__Fungi"
"OTU3590","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Incertae_sedis; g__Camarophyllopsis"
"OTU3591","k__Fungi"
"OTU8009","k__Fungi"
"OTU3048","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrocybe"
"OTU3049","k__Fungi"
"OTU3040","k__Fungi"
"OTU3041","k__Fungi"
"OTU3042","k__Fungi"
"OTU3043","k__Fungi; p__Glomeromycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU3044","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__Archaeospora; s__Archaeospora_trappei_SH215194.07FU"
"OTU3045","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stephanosporaceae"
"OTU3046","k__Fungi"
"OTU3047","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__Ceratobasidium; s__Ceratobasidium_sp_SH186408.07FU"
"OTU3109","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Sporobolomyces; s__Sporobolomyces_griseoflavus_SH185410.07FU"
"OTU3108","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus"
"OTU3105","k__Fungi"
"OTU3104","k__Fungi"
"OTU3107","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales"
"OTU3106","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Cuphophyllus; s__Cuphophyllus_colemannianus_SH000585.07FU"
"OTU3101","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__unidentified; g__unidentified; s__Sporidiobolales_sp_SH022903.07FU"
"OTU3100","k__Fungi; p__Glomeromycota"
"OTU3103","k__Fungi"
"OTU3102","k__Fungi"
"OTU2317","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH475431.07FU"
"OTU2316","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_sp_SH187873.07FU"
"OTU2315","k__Fungi"
"OTU2314","k__Fungi"
"OTU2313","k__Fungi"
"OTU2312","k__Fungi"
"OTU2311","k__Fungi"
"OTU2310","k__Fungi"
"OTU2319","k__Fungi"
"OTU2318","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH015981.07FU"
"OTU646","k__Fungi"
"OTU647","k__Fungi"
"OTU644","k__Fungi"
"OTU645","k__Fungi"
"OTU642","k__Fungi"
"OTU643","k__Fungi"
"OTU640","k__Fungi"
"OTU641","k__Fungi"
"OTU648","k__Fungi"
"OTU649","k__Fungi"
"OTU7035","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium"
"OTU2278","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae"
"OTU7359","k__Fungi; p__Ascomycota"
"OTU2514","k__Fungi"
"OTU2274","k__Fungi"
"OTU2275","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__unidentified; s__Claroideoglomeraceae_sp_SH206039.07FU"
"OTU7356","k__Fungi"
"OTU2277","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH001911.07FU"
"OTU7350","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales"
"OTU7351","k__Fungi; p__Ascomycota"
"OTU7352","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified"
"OTU7353","k__Fungi; p__Ascomycota"
"OTU7036","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"OTU7031","k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__Lecanoraceae; g__Lecanora; s__Lecanora_dispersa_SH210720.07FU"
"OTU7030","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"OTU2513","k__Fungi"
"OTU7299","k__Fungi"
"OTU7032","Unassignable"
"OTU7298","k__Fungi"
"OTU7686","k__Fungi; p__Ascomycota"
"OTU7687","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Septoria"
"OTU7684","k__Fungi; p__Ascomycota"
"OTU7685","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_SH473198.07FU"
"OTU7682","k__Fungi; p__Ascomycota"
"OTU7683","k__Fungi; p__Ascomycota"
"OTU7680","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU7681","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Rodwayella; s__Rodwayella_citrinula_SH018471.07FU"
"OTU7688","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"OTU7689","k__Fungi"
"OTU2519","k__Fungi"
"OTU2518","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH482865.07FU"
"OTU3288","k__Fungi"
"OTU634","k__Fungi"
"OTU3284","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrocybe"
"OTU4319","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Psathyrella; s__Psathyrella_corrugis_SH220355.07FU"
"OTU638","Unassignable"
"OTU3478","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified"
"OTU5266","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__unidentified; s__Pyronemataceae_sp_SH013362.07FU"
"OTU5267","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU5264","k__Fungi"
"OTU6088","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae"
"OTU5262","k__Fungi"
"OTU5263","k__Fungi; p__Ascomycota"
"OTU5260","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__Entrophospora; s__Entrophospora_sp_SH457588.07FU"
"OTU5261","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU6083","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Incertae_sedis; f__Plectosphaerellaceae; g__Verticillium; s__Verticillium_sp_SH203466.07FU"
"OTU6082","k__Fungi; p__Ascomycota"
"OTU6081","k__Fungi"
"OTU6080","k__Fungi; p__Ascomycota"
"OTU6087","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales"
"OTU6086","k__Fungi"
"OTU6085","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Scutellinia; s__Scutellinia_scutellata_SH215678.07FU"
"OTU6084","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Incertae_sedis; f__Annulatascaceae; g__Conlarium; s__Conlarium_sp_SH020437.07FU"
"OTU4023","k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Basidiomycota_sp_SH196429.07FU"
"OTU4022","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Lycoperdon; s__Lycoperdon_pyriforme_SH175879.07FU"
"OTU4021","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__unidentified; g__unidentified; s__Sebacinales_sp_SH192974.07FU"
"OTU4020","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"OTU4027","k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH467983.07FU"
"OTU4026","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales"
"OTU4025","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales"
"OTU4024","k__Fungi"
"OTU4029","k__Fungi; p__Basidiomycota"
"OTU4028","k__Fungi"
"OTU4311","k__Fungi"
"OTU4310","k__Fungi; p__Basidiomycota; c__Pucciniomycetes; o__Pucciniales; f__Pucciniaceae; g__Puccinia; s__Puccinia_striiformis_SH189165.07FU"
"OTU3473","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae"
"OTU6555","k__Fungi; p__Ascomycota"
"OTU6554","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Ascobolaceae; g__Ascobolus"
"OTU6557","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__unidentified"
"OTU6556","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH181896.07FU"
"OTU6551","k__Fungi"
"OTU6550","k__Fungi; p__Ascomycota; c__Incertae_sedis; o__Incertae_sedis; f__Incertae_sedis; g__Cryptostroma; s__Cryptostroma_corticale_SH220015.07FU"
"OTU6553","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH211035.07FU"
"OTU6552","k__Fungi; p__Ascomycota"
"OTU4315","k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiales; f__Cystobasidiaceae; g__Cystobasidium; s__Cystobasidium_pinicola_SH194775.07FU"
"OTU6559","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU6558","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae"
"OTU3474","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Auriscalpiaceae; g__Clavicorona; s__Clavicorona_taxophila_SH010300.07FU"
"OTU5190","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Lipomycetaceae; g__Lipomyces; s__Lipomyces_starkeyi_SH222074.07FU"
"OTU5191","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis"
"OTU5192","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Chaetothyriaceae; g__Cyphellophora; s__Cyphellophora_reptans_SH197862.07FU"
"OTU5193","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU5194","k__Fungi"
"OTU4317","k__Fungi"
"OTU5196","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Mucoraceae; g__Mucor"
"OTU5197","k__Fungi; p__Ascomycota"
"OTU5198","k__Fungi; p__Basidiomycota; c__Tremellomycetes"
"OTU5199","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_alcalophilum_SH206001.07FU"
"OTU4316","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__unidentified; s__Sebacinaceae_sp_SH016951.07FU"
"OTU3699","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Arrhenia; s__Arrhenia_elegans_SH015323.07FU"
"OTU3698","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH467304.07FU"
"OTU8126","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU3695","k__Fungi; p__Ascomycota; c__Orbiliomycetes"
"OTU3694","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified; s__Clavariaceae_sp_SH485350.07FU"
"OTU3697","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified"
"OTU3696","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis; s__Coprinopsis_atramentaria_SH219007.07FU"
"OTU3691","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__Tremellomycetes_sp_SH190741.07FU"
"OTU3690","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Lycoperdon; s__Lycoperdon_pratense_SH175883.07FU"
"OTU3693","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Melanoleuca"
"OTU3692","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae"
"OTU8127","k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces"
"OTU1024","k__Fungi"
"OTU1025","k__Fungi"
"OTU1026","Unassignable"
"OTU1027","k__Fungi"
"OTU1020","k__Fungi"
"OTU1021","k__Fungi"
"OTU1022","Unassignable"
"OTU1023","Unassignable"
"OTU1028","k__Fungi"
"OTU1029","k__Fungi"
"OTU5859","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__Hypocreales_sp_SH182680.07FU"
"OTU5858","k__Fungi; p__Ascomycota"
"OTU29","k__Fungi"
"OTU28","k__Fungi"
"OTU25","k__Fungi"
"OTU24","k__Fungi"
"OTU27","k__Fungi"
"OTU26","k__Fungi"
"OTU5855","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__unidentified; s__Incertae_sedis_sp_SH174412.07FU"
"OTU20","k__Fungi"
"OTU23","k__Fungi"
"OTU5856","k__Fungi"
"OTU1608","k__Fungi"
"OTU3783","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"OTU4174","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified"
"OTU4177","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus"
"OTU2659","k__Fungi"
"OTU3787","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus"
"OTU3786","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__unidentified; s__Tricholomataceae_sp_SH198649.07FU"
"OTU3785","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__unidentified; g__unidentified"
"OTU3784","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"OTU2653","k__Fungi"
"OTU2651","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae"
"OTU6319","k__Fungi"
"OTU6318","k__Fungi"
"OTU6313","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__Tremellomycetes_sp_SH005081.07FU"
"OTU6312","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__Chaetothyriales_sp_SH021609.07FU"
"OTU6311","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Stemphylium"
"OTU6310","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales; f__Verrucariaceae; g__Thelidium"
"OTU6317","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU6316","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__unidentified; g__unidentified; s__Sordariales_sp_SH459331.07FU"
"OTU6315","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified"
"OTU6314","k__Fungi"
"OTU349","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Gymnopus"
"OTU348","k__Fungi"
"OTU439","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH032763.07FU"
"OTU438","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH032763.07FU"
"OTU435","k__Fungi"
"OTU434","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH471931.07FU"
"OTU437","k__Fungi"
"OTU340","k__Fungi"
"OTU347","k__Fungi"
"OTU346","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH032782.07FU"
"OTU433","k__Fungi"
"OTU432","k__Fungi"
"OTU3840","k__Fungi"
"OTU3841","k__Fungi"
"OTU3842","k__Fungi"
"OTU4811","k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes"
"OTU3844","k__Fungi"
"OTU3845","k__Fungi"
"OTU3846","k__Fungi; p__Chytridiomycota"
"OTU3847","k__Fungi; p__Basidiomycota"
"OTU3848","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__Acaulospora"
"OTU3849","k__Fungi"
"OTU4818","k__Fungi"
"OTU4819","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__unidentified; g__unidentified; s__Archaeosporales_sp_SH029485.07FU"
"OTU8043","k__Fungi; p__Ascomycota"
"OTU6768","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"OTU6769","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"OTU6762","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae_sedis; g__Dictyosporium; s__Dictyosporium_australiense_SH010271.07FU"
"OTU6763","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Cucurbitariaceae; g__Curreya"
"OTU6760","k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__Ramalinaceae; g__Bacidia"
"OTU6761","k__Fungi; p__Ascomycota"
"OTU6766","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"OTU6767","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae"
"OTU6764","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified"
"OTU6765","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_SH020266.07FU"
"OTU8142","k__Fungi"
"OTU7541","k__Fungi; p__Ascomycota"
"OTU7540","k__Fungi; p__Ascomycota"
"OTU7543","k__Fungi; p__Ascomycota"
"OTU7542","k__Fungi"
"OTU7545","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae_sedis; g__Tetracladium; s__Tetracladium_sp_SH026255.07FU"
"OTU7544","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae_sedis; g__Tetracladium; s__Tetracladium_sp_SH026255.07FU"
"OTU7547","k__Fungi; p__Ascomycota"
"OTU7546","k__Fungi; p__Ascomycota"
"OTU7549","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; g__Pezicula; s__Pezicula_heterochroma_SH110501.07FU"
"OTU7548","k__Fungi; p__Ascomycota"
"OTU5529","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp_SH211414.07FU"
"OTU5528","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__unidentified; g__unidentified; s__Xylariales_sp_SH203922.07FU"
"OTU5039","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified"
"OTU5038","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Cyberlindnera"
"OTU5521","k__Fungi"
"OTU5032","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__Sordariomycetes_sp_SH203462.07FU"
"OTU5031","k__Fungi"
"OTU5522","k__Fungi"
"OTU5037","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Kernia; s__Kernia_pachypleura_SH013616.07FU"
