"","taxonomy"
"OTU12703","k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__"
"OTU12700","k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__"
"OTU12701","k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__"
"OTU10817","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
"OTU246","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU10557","k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
"OTU12708","k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__"
"OTU12709","k__Bacteria; p__Proteobacteria; c__TA18; o__CV90; f__; g__; s__"
"OTU3761","k__Bacteria; p__Planctomycetes; c__OM190; o__CL500-15; f__; g__; s__"
"OTU19958","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"
"OTU19477","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__"
"OTU244","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__Candidatus Rhabdochlamydia; s__"
"OTU15333","k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__; g__; s__"
"OTU19952","k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__[Kouleothrixaceae]; g__; s__"
"OTU19953","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__"
"OTU19950","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__"
"OTU245","k__Bacteria; p__WWE1; c__[Cloacamonae]; o__[Cloacamonales]; f__SHA-116; g__; s__"
"OTU19956","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"
"OTU15330","k__Bacteria; p__TM7; c__TM7-3; o__EW055; f__; g__; s__"
"OTU19954","k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__"
"OTU10806","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU1745","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__"
"OTU15765","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"OTU1747","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__"
"OTU1746","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__"
"OTU1741","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__; s__"
"OTU1740","k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__"
"OTU1743","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU15764","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU3765","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU10804","k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
"OTU1749","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__"
"OTU15767","k__Bacteria; p__Armatimonadetes; c__0319-6E2; o__; f__; g__; s__"
"OTU9037","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU15337","k__Bacteria; p__OP11; c__WCHB1-64; o__d153; f__; g__; s__"
"OTU2292","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU2293","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__; s__"
"OTU2290","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU19465","k__Bacteria; p__Chloroflexi"
"OTU2296","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__; s__"
"OTU16938","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales"
"OTU16289","k__Bacteria; p__OD1; c__ABY1; o__; f__; g__; s__"
"OTU2295","k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__; g__; s__"
"OTU16287","k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__"
"OTU15761","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU16285","k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__FFCH10602; s__"
"OTU2299","k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__"
"OTU16931","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"OTU16282","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU16933","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__"
"OTU15760","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU6416","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__A21b; f__EB1003; g__; s__"
"OTU17254","k__Bacteria"
"OTU15763","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptosporangiaceae; g__; s__"
"OTU5073","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"OTU15409","k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae; g__; s__"
"OTU15762","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__"
"OTU4079","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria"
"OTU5718","k__Bacteria; p__Planctomycetes; c__BD7-11; o__; f__; g__; s__"
"OTU5719","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__AK1AB1_02E; g__; s__"
"OTU5248","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae"
"OTU5249","k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus"
"OTU16260","k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__SM1D11; f__; g__; s__"
"OTU5712","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhodoferax; s__"
"OTU5713","k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus"
"OTU5246","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU5711","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"OTU5240","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__"
"OTU16263","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU5714","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU18271","k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__"
"OTU1408","k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__"
"OTU1409","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU4245","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU2333","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU1402","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU1403","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU1400","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__"
"OTU1401","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__"
"OTU1406","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__"
"OTU19478","k__Bacteria; p__GN02; c__BD1-5; o__; f__; g__; s__"
"OTU1404","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU1405","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__"
"OTU15461","k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__"
"OTU9178","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__A17; s__"
"OTU9179","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__"
"OTU16267","k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__"
"OTU9172","k__Bacteria; p__Planctomycetes; c__028H05-P-BN-P5; o__; f__; g__; s__"
"OTU9173","k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__; f__; g__; s__"
"OTU9170","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__"
"OTU16266","k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__"
"OTU9176","k__Bacteria; p__Fibrobacteres; c__SBZC_2415; o__; f__; g__; s__"
"OTU9177","k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__"
"OTU9174","k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__"
"OTU9175","k__Bacteria; p__Planctomycetes; c__OM190; o__agg27; f__; g__; s__"
"OTU12236","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU17888","k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__"
"OTU17889","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
"OTU17738","k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__"
"OTU17259","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"OTU12237","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU17882","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__"
"OTU17883","k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__"
"OTU17880","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__"
"OTU17881","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"
"OTU17886","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__"
"OTU17887","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"
"OTU17884","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseomonas; s__"
"OTU17885","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"
"OTU14945","k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__"
"OTU19794","k__Bacteria; p__Chloroflexi; c__TK10; o__AKYG885; f__Dolo_23; g__; s__"
"OTU10708","k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__"
"OTU10709","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__"
"OTU10704","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU10705","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__"
"OTU10706","k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__"
"OTU10707","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU10700","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__"
"OTU10701","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__"
"OTU10702","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU12233","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU12968","k__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Euzebyales; f__Euzebyaceae; g__Euzebya; s__"
"OTU12969","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
"OTU19864","k__Bacteria; p__OD1; c__; o__; f__; g__; s__"
"OTU12962","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__Geodermatophilus; s__"
"OTU12963","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__"
"OTU12960","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__; s__"
"OTU12961","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Nocardia; s__"
"OTU12966","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__; s__"
"OTU12967","k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__"
"OTU12964","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Amycolatopsis; s__"
"OTU12965","k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__"
"OTU19795","k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__; g__; s__"
"OTU17082","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"OTU17083","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU17080","k__Bacteria; p__TM7; c__; o__; f__; g__; s__"
"OTU20101","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__stygium"
"OTU17086","k__Bacteria; p__GN02; c__3BR-5F; o__; f__; g__; s__"
"OTU17087","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"OTU17084","k__Bacteria; p__WS6; c__; o__; f__; g__; s__"
"OTU17085","k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__SM2F09; f__; g__; s__"
"OTU10584","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
"OTU17089","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU16863","k__Bacteria; p__Armatimonadetes; c__0319-6E2; o__; f__; g__; s__"
"OTU19796","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Oxobacter; s__"
"OTU589","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__"
"OTU10838","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__"
"OTU10839","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"OTU10836","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__"
"OTU10837","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"OTU10834","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU10835","k__Bacteria; p__Planctomycetes; c__; o__; f__; g__; s__"
"OTU10832","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__"
"OTU10833","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
"OTU10830","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__"
"OTU10831","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__"
"OTU4049","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae"
"OTU4048","k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"
"OTU4599","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Methylibium; s__"
"OTU4598","k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__"
"OTU4041","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__"
"OTU4040","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
"OTU4043","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU4042","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__"
"OTU4045","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__; g__; s__"
"OTU4596","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__"
"OTU4595","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales"
"OTU4594","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__"
"OTU2865","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU2864","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU17765","k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__"
"OTU4472","k__Bacteria; p__Chlamydiae; c__Chlamydiia"
"OTU12022","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU1868","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__"
"OTU6579","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Candidatus Glomeribacter; s__"
"OTU9214","k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__"
"OTU18348","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acidisoma; s__"
"OTU1869","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Syntrophobacter; s__"
"OTU6573","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__"
"OTU9213","k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__"
"OTU6571","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__"
"OTU19790","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__sulfonivorans"
"OTU6577","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__; g__; s__"
"OTU6576","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"OTU6575","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Candidatus Glomeribacter; s__"
"OTU9212","k__Bacteria; p__Planctomycetes; c__OM190; o__agg27; f__; g__; s__"
"OTU4625","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__"
"OTU4624","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU4627","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__"
"OTU4626","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Procabacteriales; f__Procabacteriaceae; g__; s__"
"OTU4621","k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"
"OTU4620","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"OTU4623","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__; s__"
"OTU4622","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dokdonella; s__"
"OTU2862","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__"
"OTU4629","k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"
"OTU4628","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU12021","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU8562","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__"
"OTU8563","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__"
"OTU6504","k__Bacteria; p__Planctomycetes; c__BD7-11; o__; f__; g__; s__"
"OTU9335","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__"
"OTU2362","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU13619","k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae; g__Phormidium; s__murrayii"
"OTU18657","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae"
"OTU2019","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU19200","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__"
"OTU13613","k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__"
"OTU9020","k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__"
"OTU13611","k__Bacteria; p__GN02; c__GKS2-174; o__; f__; g__; s__"
"OTU13610","k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__SJA-22; f__; g__; s__"
"OTU12020","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU13616","k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"
"OTU13615","k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"
"OTU8567","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__"
"OTU6500","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__"
"OTU4418","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Procabacteriales; f__Procabacteriaceae; g__; s__"
